,content
651,关于绝对收入假定   曾老师，我是杜小洁同学。就是我在理解您讲的绝对收入假定中，说到apc趋于稳定是因为其它非收入因素的影响，其中有个人口老龄化。对于这一点您的解释我也明白了，就是说可能老年人的收入在下降，但是消费却没有同比地下降，所以apc并未下降得那么快，但是我认为从另一个角度去看的话，人口老龄化 程度加深 ，不就意味着青年人更少，那按照青年人的消费水平与消费习惯而言 不是应该会拉高apc吗，既然如此，人口老龄化加深不应该与以前相比apc下降吗，所以把人口老龄化作为理由不是很奇怪吗，这两者难道不矛盾吗？我不是很理解 因为刚一出来这个理由的时候，我的下意识的理解是相反的，希望老师解释一下，谢谢老师啦！
652,讨论题5-6 什么是“劣币驱逐良币”？
653,请列举六个以上家庭理财所涉及的学科。 请列举六个以上家庭理财所涉及的学科。
654,计量属性反映会计要素金额的确定基础是什么？  计量属性反映会计要素金额的确定基础是什么？
655,商业本票的担保    商业本票的流通和承兑在我国是否受到法律保护？如果没有法律保护，商业本票是否有银行做担保流通？
656,地方政府融资平台和地方政府公债有联系吗？   地方政府的公债（地方政府融资平台）在实操中是不允许银行发放此类贷款的，如何理解：公债是金融机构调节资金流动性最主要的工具，可作为商业银行的流动性资产？
657,汇率变动   汇率变动对我国外汇储备具体的影响是怎样的呢？
658,如何破解个人所得税的征管难题 “提升直接税比重”已经成为我国新时期财税体制改革的重要方向之一，而个人所得税比重的提升成为直接税比重提升的主要抓手。然而，税收征管难题为个人所得税比重提升的关键与难点。请结合所学知识，谈谈如何破解个人所得税的征管难题
659,对个人而已如何平衡实体经济和虚拟经济？    老师，对个人而已如何平衡实体经济和虚拟经济？
660,关于投资公司和基金的概念重合 投资公司=基金吗？答案若是否，那投资公司还有什么其他的形式?
661,视频里反复说了需求的变化和需求量的变化。也说了，在日常生活中不需要这样考虑，但是从理论上需要分开，这样才好分析。不然会自己把自己绕进去。
662,此题的法定准备金率如何计算？ 假设经济中货币总量为100亿元，基础货币为20亿元，提现率是5%，超额准备金率是5%，那么货币乘数和法定准备金率分别是法定准备金率为何是11%。教材上有段话不理解？ 商业银行把外汇卖给中央银行，相应增加了中央银行的存款准备金，从而加强了存款派生能力。
663,我还是理解不了第一题D选项  棉花种植面积减少，供给就少了，价格不是也会降低的吗？
664,我有两个机会成本的例子    假如你赢得了一张大歌星林俊杰今晚演唱会的免费门票。注意，你不能转售。可另一位大歌星周杰伦今晚也在开演唱会，你也很想去。周杰伦的演唱会票价为40美元。当然，你别的时候去看他的演出也行，但你的心理承受价格是50美元。换言之，要是周杰伦的票价高过50美元，你就情愿不看了，哪怕你没别的事要做。除此之外，看两个人的演出并无其他成本。试问？你去看林俊杰演唱会的机会成本是多少？去看林俊杰的演唱会，唯一必须牺牲的事情就是去看周杰伦的演唱会。不去看周杰伦的演唱会，你会错失对你来说价值50美元的表演，但同时，你也省下了买林俊杰演唱会门票所需支付的40美元。所以，不去看周杰伦的演唱会，你放弃的价值是50-40=10（美元）。如果你觉得看林俊杰的演唱会至少值10美元，那你就应该去看：要不然，就去看周杰伦的演唱会。然而，机会成本有助于解释一大堆有趣的行为模式。举个例子，众所周知，美国沿海大城市和中西部小城市之间存在着巨大的文化差异。为什么曼哈顿的居民大多粗鲁没耐性，而堪萨斯首府托皮卡的居民却友善而谦恭呢？当然，你或许不同意这一前提，但大多数人好像觉得它还算是个中性的描述句。如果你在托皮卡问路，人们会停下来帮你，可在曼哈顿，他们可能看都不看你一眼。因为在这个地球上，曼哈顿人的工资水平最高，要做的事情最多，时间的机会成本很高。所以，他们急躁一点儿是理所当然的。
665,不是说斜率越大弹性越大吗
666,外汇 外汇交易的黑市可能会出现在以下哪些经济情形中(   )。A.转型经济体  B.完全市场经济下 C.新兴经济体D.严厉的外汇管制下...为什么都有呢
667,利率平价理论的问题  PPT和书上关于升贴水率公式的表达，国外利率水平i*和国内利率水平i的顺序不同，利率差不应该为负值，所以我理解为无论是国外还是国内，都是高利率水平减去低利率水平，对吗？
668,讨论题2-1 几十年前就有经济学家把广义货币M2称为“笼中虎”，言下之意是高速的M2随时可能会成为通货膨胀的根源。过去二十年来中国的广义货币增长速度M2一直很高，从经验上看货币增长对物价的影响最多滞后10-14个月，货币超发带来的物价飞涨早应该出现，但现实中并非如此。为什么？
669,信用筹码   信用卡是一种信用筹码，发卡银行、商家、持卡人三方受益。
670,交换媒介职能 发挥交换媒介职能的货币量多少如何影响商品交换的价格和效率
671,"比较优势和绝对优势  老师 我想问一下 当一方具有比较优势和绝对优势时  还需要进行贸易吗?比如Frank能生产5kg土豆和10kg牛肉,而Tom能生产10kg土豆和20kg牛肉，那Tom有必要和Frank交易吗?就像现在的中国和美国，若在某个特殊产业，美国相对于中国均具有比较优势和绝对优势，那美国是否就不需要和中国进行贸易了，所谓的中美贸易战是基于这个条件下的吗？"
672,关于利率和通货膨胀（板块七） 亲爱的老师，您好：这是测试中的一道题。答案是A。应该怎么理解呢？我的理解是：通货膨胀的话，名义利率上升，实际利率下降。那么存款人利益有受损，借款人所付实际利息减少即为受益。如果这么思考的话，答案为B。我的理解错在哪里呢？
673,第二章测验        假设有一只债券，票面利率为8%，30年到期，面值为1000美元，每半年付息一次，每次40美元，市场利率为8%，则债券的现值是多少？A.995.46        B.1003.21        C.1000        D.899.01　请问下老师，这题怎么解答？
674,其中要点是“长期”、“稳定”。因此，普通百姓进行基金定投是个不错的选择，不要因为市场好而多投，也不要因为市场不好而停止投资。基金方面我建议投资风格稳定的指数基金。如果没有特别熟悉的行业，不建议个人去炒股——当然，爱好是另一回事。去诚贷宝投资理财平台看看，懒人理财新模式，年收益20%以上，坏帐垫付！
675,求解答    什么是可变比例生产函数报酬
676,企业应如何确定记账本位币？记账本位币确定后能否变更？变更记账本位币如何进行会计处理？
677,为什么生产者有可能在所有产品上都具有比较优势是错的？
678,如今的某宝花呗也是一种消费信用吗？
679,产品市场均衡 产品市场均衡的条件是什么？产品市场均衡时收入与利率的关系是什么？
680,老师求问一下第二题  古诺模型的定义不就是只有两个企业咩，为什么题目里还说寡头数量越多行业产量越大是对的呢……
681,为什么这一题是选A? 在生产谷物和牛肉时，如果出现如下情形，那么生产者贝塔在生产谷物时是具有比较优势的：今年生意好难做，垮了一半了。之后是个人理解不一定全面。   房价受到的外在影响因素太多了，但是抛去其它的单看供需，房价就是个谜。我认为房价是国家鞭策国人努力工作的鞭子，是国内经济发展的水坝，一方面需要水坝来拉升国内gdp这个水位，但另一方面又担心溃堤危险。所以国家需要房价平稳，不好降不好升。一旦房价垮了，大量人民币会像洪水一样冲入整个市场。在有新的资金蓄水池前，这就是个炸弹。除非一直稳定房价，等人们平均工资不断上升，或者给这些资金找一个新的蓄水池。股市？
682,坚持相对宽松的财政政策，主要为支持供给侧改革与经济增长。而货币政策以币值稳定为目标，正确处理防范金融风险与支持经济增长的关系，在提高贷款质量的前提下，保持货币供应量适度增长，可支持国民经济持续快速健康发展。 但是这种描述似乎没有抓住根本的东西，希望老师能点拨一下。
683,为什么研究一个省的总体经济表现，不属于宏观经济学的范畴
684,关于NNP=GNP-折旧   如何应用国民生产净值呢？比如说生产一个裤子，裤子的最终价值为100个单位，那怎样减去生产裤子中的折旧呢？
685,如果全球各国都使用英镑，它是如何控制人类命运的
686,第一讲测验最后一个题 老师，因为视频学了一段时间，最近有点忙，才考试，有点模糊，多考了几次，最后一个题目是已经投了300万，作为沉没成本，预期收益200万，还有投120万，是否继续，应该继续投，但答案判是“不应该”，需要更改过来，谢谢。
687,关于LS-LM模型中 利率与收入的问题    IS曲线中 利率与收入 呈负相关；LM曲线中 利率与收入 呈正相关。请问老师这两个概念该怎样区分理解？
688,商品本身价格与运杂费价格的税率相同吗 当月购进其他印刷材料，货款51000元，购货发生运费支出20000（含税价），运费价税分离时税率是多少呢？
689,FAS下不同交货地，若在卖方交货地，卖方负责装货，承担费用； FAS下不同交货地，若在卖方交货地，卖方负责装货，承担费用，买方负责卸货；若在其他指定地，卖方负责装货和卸货，承担费用；请问，我这样理解对吗？
690,基金有哪些特点？   集合理财，专业管理；组合投资，分散风险；利益共享，风险共担；严格监管，信息透明；独立托管，保障安全。
691,2019年4月1日起实施的增值税减税政策有哪些？   税率调整后，现行增值税税率有哪几档？农产品进项税额计算的扣除率有何变化？
692,请问老师第一题c项为什么是对的，垄断企业在确定价格和产量的时候要边际成本=边际收益吗？为什么？
693,金融监管   为什么当前我国的金融监管难以做出实质性的进步？？这与我国的经济发展状况有怎样的联系？
694,行为经济学里面有提到此问题，短时间内是可以提高工作效率，但长时间来看不能，但我们雇佣一个员工往往是要考虑长期投入产出比，所以这个该怎么解释呢？
695,列举当前网络骗局及其危害   发表你的观点。
696,“扩大直接融资”最早在1999年中央经济工作会议中被提及；随后2004年政府工作报告、2012年金融业发展和改革“十二五”规划在提及“提高直接融资比重”的同时更加强调了债券市场的发展；2013年十八届三中全会提及“多渠道推动股权融资”、“推进股票发行注册制”；2018年的政府工作报告首次明确提出“提高直接融资特别是股权融资比重”；2019年，提高直接融资特别是股权融资比重再次写入政府工作报告。为什么要提高直接融资比重？请结合我国国情谈一谈你的看法。
697,对企业而已除了托宾Q理论之外还有什么理论方法？    老师，对企业而已除了托宾Q理论之外还有什么理论方法？
698,关于跨考金融学学硕的问题   老师，您好，我现在大一，本科专业并不是金融学，但是有跨考金融学硕士的准备。
699,均衡收入计算 老师，请问这个均衡收入为什么不能直接套用公式呢？谢谢！
700,理科生如何学经济学  听老师上课我觉得很好，都理解了，并且让自己思考了，很有收获，可是考试起来，却只做对了一半，这。。。。。。。而且好像很多题目中提到的概念课堂上没有说，文科学科都是这样的吗？要靠自己拓展？还是需要自己也要看书的呢？
701,一价定律和绝对购买力平价   除了贸易摩擦和非完全竞争，还有其他的影响因素吗？
702,CIF合同的交货地点在哪里？
703,增值税问题  请问老师如果是汽车修理厂修理过程中更换配件的话是按照加工修理修配劳务算还是按照出售货物算呢？
704,弹性能用分数表示吗？为什么很多参考书上都要把例如弹性=2/3 约写成0.67呢？
705,央行为什么要买外汇呢？    央行为什么要买外汇呢？
706,请问老师，金融学的本科专业书籍有哪些，还有就是考研应该准备哪些资料呢？
707,商业保险养老划算吗  商业养老保险是对于社会养老的一大补充，现在的消费者也越来越认识到，光靠社会养老是无法满足老年生活所需的，所以尽早补充商业养老保险很有必要。那么商业养老保险的价格一般是多少呢?各保险公司销售的养老保险，由于保障内容的差异，导致他们在价格上也各不相同。此外，缴费期长短等也影响着每年商业养老保险的价格。保险专家介绍，目前市场上有养老功能的保险产品主要分为传统型、两全型、投连型和万能型等四种。传统型养老保险的预定利率是固定的，并且以年金产品居多;两全型产品兼具保障和分红功能，对抵御通货膨胀有很好的效果;投连型产品的话，不设保底收益，不过保险公司要收取账户管理费等费用，盈亏由投保人自己负责;万能型产品一般有保底收益，保险公司也要收取保单管理费、初始费等费用，此类产品适合长期投资，一般要在5年以上才能看到投资收益。养老保险   我国的养老保险由四个层次（或部分）组成。第一层次是基本养老保险，第二层次是企业补充养老保险，第三层次是个人储蓄性养老保险，第四层次是商业养老保险。在这种多层次养老保险体系中，基本养老保险可称为第一层次，也是最高层次。基本养老保险　基本养老保险（亦称国家基本养老保险），它是国家和社会根据一定的法律和法规，为解决劳动者在达到国家的解除劳动义务的劳动年龄界限，或因年老丧失劳动能力退出劳动岗位后的基本生活而建立的一种社会保险制度。基本养老保险以保障离退休人员的基本生活为原则。它具有强制性、互济性和社会性。它的强制性体现在由国家立法并强制实行，企业和个人都必须参加而不得违背；互济性体现在养老保险费用来源，一般由国家、企业和个人三方共同负担，统一使用、支付，使企业职工得到生活保障并实现广泛的社会互济；社会性体现在养老保险影响很大，享受人多且时间较长，费用支出庞大。企业补充养老保险　由国家宏观调控、企业内部决策执行的企业补充养老保险，又称企业年金，它是指由企业根据自身经济承受能力，在参加基本养老保险基础上，企业为提高职工的养老保险待遇水平而自愿为本企业职工所建立的一种辅助性的养老保险。企业补充养老保险是一种企业行为，效益好的企业可以多投保，效益差的、亏损企业可以不投保。实行企业年金，可以使年老退出劳动岗位的职工在领取基本养老金水平上再提高一步，有利于稳定职工队伍，发展企业生产。个人储蓄性养老保险　职工个人储蓄性养老保险是我国多层次养老保险体系的一个组成部分，是由职工自愿参加、自愿选择经办机构的一种补充保险形式。实行职工个人储蓄性养老保险的目的，在于扩大养老保险经费来源，多渠道筹集养老保险基金，减轻国家和企业的负担；有利于消除长期形成的保险费用完全由国家" 包下来" 的观念，增强职工的自我保障意识和参与社会保险的主动性；同时也能够促进对社会保险工作实行广泛的群众监督。商业养老保险　商业养老保险是以获得养老金为主要目的的长期人身险，它是年金保险的一种特殊形式，又称为退休金养老保险，是社会养老保险的补充。商业性养老保险的被保险人，在交纳了一定的保险费以后，就可以从一定的年龄开始领取养老金。这样，尽管被保险人在退休之后收入下降，但由于有养老金的帮助，他仍然能保持退休前的生活水平。商业养老保险，如无特殊条款规定，则投保人缴纳保险费的时间间隔相等、保险费的金额相等、整个缴费期间内的利率不变且计息频率与付款频率相等。
708,“因为稀缺性，我们必须克制自己的欲望”这句话为什么不对？   老子曰：“不见可欲，使民心不乱。”最简单的例子，绝色美女很稀缺吧！我们都喜欢美女，可是也要克制欲望啊？
709,关于效用函数A的取值的问题  对于风险喜好者，A是一个很小的正数吗？还是一个负数?
710,我想买字画，拍卖的字画我怎么学习能买到我喜欢又增值的字画   如题。老师您好
711,资本市场   当标的资产没有储藏成本和分红收益时，远期合约价格等于其标的资产现货价格的终值吗？
712,一个计算题  已知银行一年期、两年期的定期存款利率为3％、3.75％，则第二年的远期利率，老师这个怎么算
713,AA307-2017110901012-荷兰股份制和美国伊利运河债券 金融学三大特征分别为：跨时期优化、风险管理和资产估值。下面在两个具体事例中分别阐述其中的金融学特征及其体现。荷兰股份制，通过视频我们已经了解到荷兰土地面积不足、农业发展受限，而市场竞争不断加剧，导致荷兰人向海外扩张成为必然。而需要巨大资金支撑的航海业又不是个体所能承担的，所以股份制由此诞生。股份制使众多贸易商一起进行海外贸易。共同分担风险，分享收益，这就体现了金融中的风险管理；同时，由于有限责任的安排，使此金融力量的作用更为有力。美国伊利运河债券，由于华尔街发行债券的举措，使得伊利运河得以竣工，那么在此事件中，由于债券的发行，使投资者的资金具备了跨时期优化的特征，在运河完成后赚的更丰厚的利润；同时，由于运河项目巨大，所有有多余钱的投资者都可以出一份力，他们共同分担了风险，分享了效益，在风险管理上尽量使风险减小化；运河修的越顺利，投资方越多，是因为人们都预见风险与效益的比例关系。最后，在州长决定利用债券的方式来建造运河，是因为他已经进行了资产估值，对运河将来的成功有了充分的自信。所以，在此例中，金融学的三大特征都有了清晰的体现及阐释。
714,考试答案选项问题   对销售黄酒、啤酒和白酒等酒类产品而收取的包装物押金，无论是否返还以及会计上做任何核算，均应并入当期销售额征税。这句话错在哪？采取托收承付和委托银行收款方式销售货物，为发出货物的当天。判断题题目，都没有写完整。
715,保单补办的方法有哪些？    打电话给自己的保险代理人，让他来代为补办；直接拨打保险公司的客服电话，保险公司在接到电话后，会通知相关人员进行补办登记；自己带着身份证到保险公司的柜台进行补办。
716,写出静态会计等式的基本形式。 写出静态会计等式的基本形式。
717,马斯洛的人类需要的五个层次： 马斯洛的人类需要的五个层次： 1、生理需要；2、安全需要；3、社交需要；4、尊重需要；5、成就需要。
718,关于NPV与其他衡量标准的讨论    如果NPV在概念上是最好的投资决策评价标准，你认为为什么我们还要在实践中考虑使用多种衡量标准？
719,计算题 ：如何计算贷款量   假设初始存款是1000元，法定存款准备金率是10%，超额存款准备金率5%，提现率10%，那么通过银行的存款活动，最终会形成多少贷款？
720,在这几面，银行一方面作为债务人，一方面作为债权人，为什么不是间接信用？
721,请大家结合生活实际，看看如何最优化你的选择？ 请大家结合生活实际，看看如何运用“效用最大化与消费者选择”的知识来优化你的选择？
722,金融账户差额 尊敬的老师，您好！老师讲授说，贷方余额，为顺差，净资本流入，借方余额，为逆差，资本流出。可是课本上，p23这样写道，余额为净贷款则表明有净的资本流出，反之，余额为借款则表明有净的资本流入。我感觉这两句话有点矛盾哈，麻烦老师解答一下，谢啦！
723,发行货币   为什么发行货币属于中央银行的负债而不是资产业务呀 谢谢
724,购买力平价理论在哪类情况下更好地成立?为什么?
725,汇率 为什么在直接标价法下，买入价比卖出价小呢
726,地方政府和中央政府收税    感觉地方政府主要在房地产和其它不重要的方面收税多，而中央政府掌管大局
727,请问老师这道题如何理解？   课件里有句话是“缺乏弹性的一方要承担更多税收”，需求缺乏弹性时，购买者要付出更高的价格，需求量就会减少，个人理解应该是需求缺乏弹性啊
728,封闭期有2年，今年比较好，担心明年会不会好，在封闭期内也不能赎回
729,如何理解利率对汇率的影响。  我的理解：如果一个国家（本币假设为A）的利率较高，那么在国际市场上就有更多的更多的短期资本购买A货币，这样A的供应量增加，导致汇率下降。
730,如何看待付费即优质的现象？  “一分钱一分货”是我们世代流传的一句俗语。但是随着互联网时代的到来，好像互联网所自带的一些属性将知识共享，知识免费变成了我们日常生活中的一部分。但是在近几年，一些市面上的知识服务商或我们又逐步的感受到了知识付费的一种必要。所以，面对知识服务商所说的付费即优质，亦或者我们心里的那种对于有限资源合理配置的设想，我们应该如何回答这个命题？
731,市盈率很低，但是实际表现很差的公司，有哪些特征？
732,M1中的私人部门的活期存款中的私人部门是指？ 如题。
733,机会成本除了时间和金钱，还是否包括放弃的机会。    机会成本的例子三中，提到是否发电的问题，而选择放弃发电所产生的机会成本，除了发电带来的金钱效益，还包不包括与用电厂商达成长期合作的机会，或者对工人支付的工资使用效率等。
734,第二题c为什么不对  如果一个生产者在生产某种产品时支出的机会成本比另外一个生产者低，他在该产品生产上也仍然有可能不具备绝对优势
735,对于货物检验的时间和地点规定的方法有哪几种？ 在国际货物买卖合同中，对于货物检验的时间和地点规定的方法有哪几种？在实践中，哪一种方法较易为买卖双方所接受？
736,调整现值法中计算借债能力时采用的资本成本   调整现值法中，对于项目借债能力进行估计时，采用计算项目的价值的方法；课程事例中，此时采用的资本成本为6.8%，而不是8%，即采用的是加权平均资本法中的资本成本，这是为什么？如果采用的目标负债权益比与WACC法中的固定负债权益比不同，是不是就需要重新计算加权平均成本？
737,关于生产可能性边界是否具有可逆性   文老师，您好，我有两个小问题，关于生产可能性边界是否具有可逆性？
738,大学生自主创业如何与资本有机结合？
739,IS-LM模型    如何理解IS-LM模型是凯恩斯宏观经济学的核心？
740,讨论1-8  如何理解回报率越高，赚钱的几率越小？
741,供给与需求  第32张PPT中的需求减少，供给增加时为什么数量是不确定的？这里的数量指的是什么的数量？
742,对于政府购买乘数和转移支付乘数的疑问 曾老师您好，请问政府购买乘数的效果比转移支付乘数效果更大的话，为什么一个经济体不倾向于更多地使用政府购买呢？
743,关于第八章测试的几个问题   根据课件上定义，广义的资本市场包括两大部分，一是银行中长期信贷市场，另一个是有价证券市场。但测试题中判断题“ 广义的资本市场包括信贷市场和证券市场。”答案为错误，这是因为什么？根据课件上定义，证券交易所是二级市场的组织方式之一，是专门的、有组织的证券买卖集中交易的场所，一般是由经纪人、证券商组成的会员制组织。但测试题中判断题“证券交易所通常可以采取会员制的组织形式和公司制的组织形式。”答案为正确，这是因为什么？能否请老师举出公司制证券交易所的例子？“一个公司的经营活动产生的现金流越大，还债能力越强。”答案为正确，并不能直接明了其中的逻辑关系，还望老师解释一下。选择题“属于公司状况与证券市场关系的分析的是”不选公司的融资结构分析。根据课件上概念，公司状况与证券夯实包括公司经营分析、公司会计数据分析、财务分析和现金流分析。请问是否能将公司的融资结构算作是体现现金流的一个指标呢？
744,贵金属投资骗局    随着近年来国内贵金属市场持续走热，贵金属交易也成为投资者热捧的一种新兴投资方式。由于市场需求的广阔和高昂投资手续费让很多金融服务机构寻得商机，当然也有很多不法分子混进市场，严重搅乱投资秩序，这里列举几项贵金属投资骗局。黑平台往往都有以下诈骗手法：1.通过滑点（建仓、平仓看到的价格与实际交易价不符），来缩减投资人利益。2.资金直接汇入交易机构或支付宝等平台。3.交易机构工作人员全权代理，替投资人进行贵金属交易。4.自称是某交易所会员，骗取投资者信任，其实该交易所根被不存在或不合法。5.自己开发或租赁交易软件，自己坐庄操控价格，客户亏损，机构方盈利。6.放大超过国家规定的杠杆比例，承诺100%盈利。
745,讨论题1-2 如何理解理财的首要目标是财务安全，终极目标是财务自由？
746,利率和汇率有什么本质的区别
747,为什么美国可以负债那么多？而中国不可以？   众所周知，美国的负债庞大，时至今日已经达到人均22万美元的高点。中国的负债远没有美国多，中国负债的极限在哪里？美国的呢？
748,由于存在监管成本和监管失灵问题是否一定需要金融监管
749,信用证业务项下，受益人制单原则是什么？如何理解？
750,购买力平价理论的疑问 请问老师，也就是说2014年以后，中国的物价水平小于美国，也就是用购买力平价理论算出来的  美元对人民币的汇率小于1嘛?可以这样理解嘛?  希望可以得到老师的解答，谢谢老师啦
751,金融账号   为什么说在管理上的控制是直接投资者对国外直接投资企业持有50%以上的表决权 又是10%的重要影响？？？
752,中央银行逆回购操作  老师，请问中央银行实行逆回购操作的影响是什么？是指这个时候逆回购协议已经到期，中央银行要收回资金了嘛？中央银行实施逆回购，是收回资金还是发放资金哇
753,冬季那么长时间供给应该是相对稳定的，难道到了春节供给就减少  供给应该只看近一段时间的情况
754,感性是因为了解理性，一些概念可以验证有效市场假说   我觉得学习投资学，可以更好地更理性的做出决策，而有效市场假说的前提条件是每个人所做出的投资决策都是理性的，那么当市场的基础信息掌握越多越能更好理解市场运作，也比如说次贷危机，但人无法预测黑天鹅事件，只能在趋近理性的条件下，做出合理的选择，比如雷曼兄弟倒闭
755,基金种类   基金种类，通常有两种划分方式：按是否可赎回划分可分为开放式基金和封闭式基金，按投资对象划分又可分为货币型基金、债券型基金、股票型基金以及混合型基金，各基金的特点如下：开放式基金：市面上最常见的基金，发行总额不固定、总数随时增减、规定长多申购或赎回。封闭式基金：份额是事先确定好的、封闭期内总数不变、只能通过证券市场买卖，这类基金比较少，小白们可以会略不计先。货币型基金：开放式基金的一种，可以随时申购或赎回，投向主要是风险小的货币市场工具，投资对象是一年以下的银行定期存款、大额存单等。具有高安全性、高流动性、收益稳定性等准储蓄特征。最典型的例子便是余额宝。债券型基金：一种固定收益证券，发行方一般为政府、金融机构和工商企业，说白了就是一种白条，立下欠款和利息，约定什么时候还钱。主要投资对象是国债、地方债、企业债和金融债。股票型和混合型基金：收益主要来自股价上升、分红，使基金里风险较高的种类，指数基金也是股票型基金的一种。
756,在当前的经济形势下金本位还有其价值吗
757,凯恩斯    凯恩斯一开始并不支持政府主导经济，而是坚定的自由贸易论者，而战后经济形势的发展让他成了政府保护主义的拥护者，既迎合了政府的思想和决策，也顺应时代促进了经济复苏，所以真可谓是时势造英雄啊！
758,价格指数CPI和GDP平减指数    关于价格指数CPI与GDP平减指数（GDP deflator）的区别，下面说法错误的是（单选）A. CPI里面所有的产品，在GDP平减指数里都能看到 B.两种指数使用的权重不同 C.GDP平减指数以产量作为权重 D.CPI用事先设定的固定权重 为什么A是错的，CPI里面不是从全部商品里面挑出的一部分吗？GDP是全部商品啊
759,关于基源利率的一些疑问    老师您好，最近在学利率的时候接触到基源利率的概念，感觉抽象难懂。具体的，当物价上涨的时候，市场毛利率中的基源利率会怎样变化？同时，当人们预期通货膨胀上行的时候，市场毛利率中的价格升水部分是会上升还是下降，价格升水的这种变化会导致市场毛利率怎样变化？
760,稀缺性    相对而言，稀缺性的存在更因为资源有限，这句话怎么理解？错在哪里？
761,请问老师   为什么课件上的远期合约公式和期货合约公式与书上的不一致，书上第三个公式写着是远期合约和期货一起的公式，课件上并没有出现这个公式，这是怎么回事
762,香烟和水果的无差异曲线    如果纵轴与横轴的商品分别为香烟和水果，那么对某些人而言无差异曲线有可能是正斜率的。
763,请问老师这个说法有什么不对的地方吗？ 请问老师这个说法有什么不对的地方吗？一个企业难道不是稳定下来之后才发展得更快吗?
764,为什么金融知识普及以及今非昔比，金融诈骗却层出不穷呢？    经常看新闻有种感觉，现在很多大学生因为网贷等多种原因陷入金融陷阱，甚至出现裸贷以至于自杀者有之，而企业自身金融腐败也不少，我的一个远房亲属就陷入中信集团的金融丑闻中。这似乎是我们过去卖茶叶蛋的阿婆都不会犯的错误（卖茶叶的阿婆和卖二分钱茶水的阿婆倒是很踏踏实实做人的！）。现在好象高中就开始普及金融知识和法律知识，而且媒体如此发达，中央台的新闻类节目报道也不少，包括我们的慕课，为何我们的大学生和普通市民在这方面屡屡上当，甚至成为始作俑者？是否是我们德育和智育方面的实践结合比较差呢？法治普及偏重于媒体，而对过去口口相传的邻里关系和组织关系却忽视了呢？（比如过去企业都有完整的工会组织，现在我想有的企业很少。我的客户单位（一人企业）的光棍司令王总就是过去上海胶带厂的工会主席，人是很好，天天练书法，但是英雄无用武之地！）
765,那么市场会对金银之间的兑换产生什么影响？同等的金兑换银是变多了呢，还是变少了？这时哪个会是劣币，哪个又会是良币呢？
766,如何进行初期团队的建设以及早期股权的分配   怎么进行团队建设，增强凝聚力，早期股权应该怎么分配
767,资金借贷   怎样区分直接与间接的资金借贷呢？
768,银行券等同于货币吗?人民币是一种银行券吗？  银行券等同于货币吗?人民币是一种银行券吗？
769,讨论题8-1 住房是消费品还是投资品？
770,信用卡免息还款期   客户刷卡消费日期、银行对账单日期和银行指定还款日期是信用卡免息还款期的决定因素。
771,你知道的货币需求理论有哪些？能够比较分析其异同吗？
772,AA307-2017110901029-股份制与债券 对于给出的两个案例，我们不难发现荷兰股份制就是股票的雏形，伊利运河债券也是一种出色的金融产品。在两个案例中这两者虽然都完成了将稀缺资源由富余方配置到赤字方的功能，却有着本质上的区别：1、投资的性质不一样。股份制中的百姓即为股东，股东对东印度公司的经营有一定的影响。而债券投资者与发行主体之间仅存在债权债务关系，只是一个借钱——还本付息的关系。2、投资风险不一样。成为股东之后需要承担比较大的风险，在当时的情况下船难等情况发生直接关系到股东利益，而债券的风险比较小，伊利运河是个稳赚不赔的买卖，就像一台巨大的机器，缺少的只是一个触发的力量。3、投资回报不一样。股票的收益最终还是看经营情况，经营情况越好，收益回报越多；债券的收益主要来源于利息。因此股票承受更大的风险。
773,平安险是否赔偿自然灾害导致的单独海损？
774,求解 马克思说：金银天然不是货币，但货币天然是金银。，这句话后半段，还是不太理解
775,需求的交叉价格弹性和需求的价格弹性的区别是什么
776,关于余额宝   把钱存在余额宝里面会不会影响货币供给呢
777,请用后悔厌恶理论好解释金融市场中的“处置效应”。   请用后悔厌恶理论好解释金融市场中的“处置效应”。
778,讨论题2-2 如何理解通货膨胀对居民家庭财富的影响？
779,对于经济学上“投资”的概念理解    为什么人们购买债券和股票对个人来说可算作投资，但是在经济学上不能称作投资？
780,学好税法对以后的影响 税法这门课很有用处，对会计很重要，以后在最大尺度上帮助公司节税才是一个好会计
781,作业题疑惑  老师您好，我对两个点有所疑问：1.因为稀缺性，我们进行收入分配。稀缺性和收入分配的关联我感觉很模糊，好像有关系但又得不到直接的解答，另外这个收入分配指的是整个社会的收入分配还是指个人呢？2.稀缺性能否通过修身养性来解决？因为老师在课上举过苦行僧的例子，苦行僧生存的必需品为：空气，一箪食，一瓢饮。空气应该不属于稀缺性，但食物和水这个是否应该属于稀缺呢？恳请老师解惑，谢谢您
782,人们对大闸蟹的需求减少，价格也减少，不是违反了需求规律么
783,吉芬商品   根据需求曲线，在价格上升时需求量本应下降，但是有的商品的需求量却反而增加，老师能解释下原理么
784,比特币到底算不算货币
785,关于不同种利率作为货币政策工具的疑问 请问 SHIBOR，央行公开市场操作回购利率和MLF利率的决定是通过报价机制和投标中标机制，那么目前这三种利率是算作央行货币政策的操作指标还是中介指标呢？还是说目前处于一个过渡期，这个两种指标的界限模糊？谢谢老师！
786,完全替代偏好 习题中讲到当消费与闲暇是完全替代品，效用函数不再具有多比少好的特性，请问老师这是为什么呢？
787,货币的本质  货币的本质是什么？
