,content
491,与人交流   让对方说“是”。这个观点非常赞同！我找到了怎样与孩子沟通的途径了。
492,心理沟通   沟通能化解矛盾
493,见诸行动和恶意伤害如何分别  见诸行动是他人的一个情结的话，那么在遇到他人莫名伤害时如何分别对方是因为你的一些所作所为还是因为见诸行动呢？
494,情绪 时刻学会调节自己的情绪
495,内向型    如何理解在玩得好的同学或者朋友就很聊的很欢，一接触别的陌生人就说不出话，还有就是上讲台时紧张
496,怎样对待温柔陷阱   父母老师替我做决定，我该怎么办？
497,关于流言   我觉得流言有时候会推动以个集体的发展，对不对？
498,相似好还是互补好？  觉得，各有各的好。只要能走到一起就很好。人们都很奇怪，就连我们当事人都很奇怪，我们（我和闺蜜）是怎么走到一起的？性格天差地别。一个毒舌一个闷葫芦，一个事业心强一个追求小家庭，一个目标明确一个一直迷茫……然而，就是这样的我们，一起走过了七年，还将继续走下去我和我男朋友，我们有相似的原生家庭背景，相似的生活追求，同时我们又是相反性格的人，一个能说会道一个害羞内向，但，我们相处很轻松很愉快也幸福。
499,要不要改变  总想着为喜欢的人改变，想要变成喜欢的人喜欢的样子，这样好吗？会不会丢失自我？
500,朋友之间的容器——关键时刻，能够看到外面的未来    这句话可以这样理解吗，既真正朋友的交往，在互相尊重隐私的基础上，又要相互激励，共同进步
501,老师！    老师我想问一下，当一个女孩对你说，莫让浮云遮望眼，我该怎么做怎么回。
502,关于替代选择的问题  我的朋友和我闹了矛盾，她选择冷战的而没有直接跟我说原因。这个时候她和另外一个女生关系突然很亲密。是不是就意味着她有了替代选择，新的朋友替代了我？我还是从那一个女生口中得知她对我不满的原因，我也找她认真地谈过一次，可是现在我觉得我们的气氛越来越尴尬，她和那个女生坐在一起的时候总是有说不完的话，而和我坐在一起的时候却一声也不吭一声。我们三个人坐在一排，我总有一种被抛弃的感觉。这一周来我都吃不好，睡不好，因为每天上课都要和她们在一起，每天听着他们开心的谈笑我都有一种很孤独，被孤立被排斥的感觉。我真的不知道我该怎么办，我每天都很痛苦，想请教一下老师应该怎样去处理这件事情。
503,找女朋友   老师，我想问：男生为什么要找女朋友啊？
504,就业方向   感觉自己没有太大的兴趣，也没有明显的特长，很迷茫，不知道自己该从事什么类型的工作，怎么办呢
505,不对等的三角形    他的三角形完整，有亲密有激情有承诺，而我少了激情，这样能一起走下去吗？他有他的优缺点，有他的好，对我也很好；我也有优缺点，他怎样对我好，我就会怎样对他好，这样的我、我们，能走多远？
506,提问 群体无意识，可以不可以应用在网络键盘侠的身上
507,概念形成的样例学习说和原型说是相同的吗？
508,怎么更好的去认识自己，怎么知道自己认识的那个自己就是自己？
509,关于防御机制 防御机制和见诸行动有什么关系？
510,非语言交流  人们可以用非语言进行交流，表达喜怒哀乐！从而达到此时无声胜有声的效果
511,想问问大家，在爱情中多么投入算是合适的呢？  如题
512,替代选择的理论真的太让人心惊了    终于明白为什么会有那么些人会出轨。因为没找到替代选择的时候没能结束关系。有了替代选择之后又因为婚姻中财产分配，子女抚养，事业前途名声等等，无法轻易舍弃而转为出轨。想想真的令人太心惊了。
513,对于沟通方面 我对于陌生人不会主动沟通，即使是朋友他们在聊一个我不敢兴趣的话题的时候，或者我插不进去的时候，我都只是默默地在一旁，很安静。我对于朋友打招呼也是，不怎么打招呼，装作没看见，即使是关系很好的，也很少打招呼，可能是有点不敢吧，我希望能改变。
514,沟通能力   在媒体化的今天，每个人都低着头玩手机也不去沟通，大家的沟通能力也在不断下降
515,喜欢干净的事物    一定要和干净的事物多接触
516,网络时代下的人际交往 你是否也熟悉这样的场景：家人在一起，不是交心，而是各自看电脑和手机；朋友聚会，不是叙旧，而是拼命刷新微博、微信；课堂上，老师在讲，学生在网上聊天；会议中，别人在报告，听众在收发信息。所有这些现象都可以归结为“群体性孤独”——我们似乎在一起，但实际上活在自己的“气泡”中。我们期待他人少，期待技术多。不间断的联系，是否让人类陷入了更深的孤独？针对以上现象，麻省理工学院社会学教授雪莉·特克尔（Sherry Turkle）认为信息技术在给人们带来沟通便利的同时，也使人与人之间的关系弱化，有些人甚至因此而丧失了面对面交流的能力。她指出，人们发短信、发邮件，上社交网站，玩电子游戏，从形式上看人们之间的联系似乎更轻松、更密切，但实际上却更焦虑、更孤单。对于这个观点，你的感受如何呢？在现实生活中，你觉得网络技术对你与他人的关系是促进还是阻碍呢？对于新媒体时代的人际交往，你的建议是什么？
517,人终究会为年少不可得之物而穷其一生  老师，你好，我今年马上30岁了，现在的我工作并不轻松，但是我用尽一切我能利用上的时间在学习，学习很多东西，我感到很累，我自己分析的原因是我努力的动力都可能源于我的自卑，自卑于我只有初中毕业。没有继续读书的原因一是家里我的亲弟弟那年也要上学，家里没钱。二是只有我自己知道，当时初三的压力对我来说已经很大了，我想逃避，而没家里没钱正好是我的一个理由。我觉得自己是一个不能坚持的人。现在我通过努力学习来补偿自己，这是不是说明我现在有多累就证明我有多自卑呢？还是说我又开始为逃避在找理由？
518,如何与有家庭暴力倾向的人相处？    如老师课堂所言，家庭暴力通常是个人对于伴侣的爱不确定，想要不断去研究验证而诱发的一种本能机制。当然，只有很少一部分人，在受挫心理以及其他必要因素共同作用下才会被引爆。但是，一旦被激发，是否考虑这种心理本能不可修复？尤其是对高知分子，出于面子或其他原因不肯找寻心理咨询帮助的。如果身边真的出现这种类型的人，应如何与之相处去减少他们的这种毁坏性倾向呢？
519,同学间的聊天次数太少 心里想着怎么面对。可当事情摆在面前时，一句话也说不上来，是紧张还是害怕自己度不知道呢。总是在别人眼里说啥好像都是错的呢，也不知道究竟怎么样才算是对的啊。时间久了，和别人交流也有障碍，好多同学，我和他们几乎没有说过话呢。老师怎样我才能和同学们开开心心的聊几次呢
520,如何重拾爱的能力？  我是一个没心没肺的姑娘，通过相亲认识了先生小A。可我一点都不爱他，对房事也不感兴趣。有时候很苦恼，是不是自己没有了爱的能力，天天只想一个人待着。
521,测验 为什么我打开第一单元测验没有题呢
522,处女情结   老师听到您在视频中提到处女情结，我不禁想到我自己了，我个人拥有严重的处女情结，属于那种知道女友不是处女之后就会提出分手的那种，我一直挺讨厌我这个的，想问下怎么能解决吗？
523,我觉得我是一个内心自卑并且缺乏安全感的人   ，在恋爱关系中总是显得很着急，对自己内心不自信，一直接受不了异地恋，怎么办
524,怎样改善老师与学生，家长之间的沟通  作为一名班主任，最难的就是和学生沟通，和家长的沟通，怎样沟通既能让学生，家长感觉你从他的角度出发的，但又能让他们感觉到老师的威信，这个度有点难把握
525,让自己忙起来 之前的自己也会有很多负面情绪，胡思乱想，总是晚上自己一个人去校园溜达，满满的负情绪。现在我试着让自己忙起来，也坚持每天运动，跑步，做瑜伽，觉得每天都有事可做，即使偶尔胡思乱想一下，这种想法很快就会消失，希望一直做情绪的主人，而不是情绪的奴隶。
526,关于异地恋  异地恋的话，如果两个人会在一段时间内并没有太多时间联系，过了这段时间就好了。就比如说双方一个是军人之类的，那在此期间应该怎么维系双方的感情呢？
527,有时候说话总是结巴  老师您好！我是一名刚刚毕业的学生，我从小就有一个毛病，有时候会莫名其妙的的有些结巴，那时候心里已经有想好要说的话了，但是一说就莫名奇妙的结巴。请问我这是属于心理问题还是生理问题呢？
528,青年区出现的动荡   实际中青年区出现的动荡解决？
529,爱要怎么说出口    上学期选修课班上有一个男同学，第一眼看到就特别合眼缘，性格特质也让我特别想去了解，一直不知道他有没有女朋友，今天听说他单身，心扑通扑通的，都上不下去课了（手动捂脸），但是只知道名字，现在也不在一节课了，平常也没有交集，知道微信也不敢加，还总感觉自己不够好，认真且怂，怎么办啊（手动捂脸+1）
530,大家有没有这么一种这样的行为 和别人聊天说话时，很容易就告诉别人自己的心里想法了，尤其是有人之间有了矛盾，我去安慰其中某个人，总是忍不住去发表我在某种情况下怎么想，我对别人怎么看，这个别人的行为会让我有哪些想法，而且这些别人，我俩都认识，而且每天都见面。这是属于什么行为呢？该怎么去减少甚至改正呢
531,一个人会不会失去爱其他人的能力？   看多了好的爱情电影美剧，感觉越来越脱离现实，生活中已经很久很久没有心动的感觉了，如何判断自己是否失去了爱其他人的能力呢？
532,关于女性自运行系统  老师您说过，女性可以通过唠叨实现口腔运动缓解焦虑，可是现代生活文字交流更多一些，
533,怎样和爱抬杠的人沟通？    怎样和爱抬杠的人沟通？
534,学长学妹恋，过不去的梗！   学长温柔体贴，学妹倾心仰慕。求各位大神讨论一下学长学妹恋的原因
535,自励 始终相信自己，给予正能量。
536,如何面对自己讨厌的人 在面对自己讨厌的人时怎样做才算得体？
537,有时突然感觉很彷徨，会自言自语，感觉自己有点双从人格 有时突然感觉很彷徨，会自言自语，感觉自己有点双从人格，比如开车时有时会吼两声，有时不自觉会自己跟自己讨论某件事，然后两秒后突然醒悟，我这是在干嘛？ 这属于双重人格吗？
538,说的少做的多，在心里学上这是什么心态
539,女性减压防御 老师您好，想向您请教下，您课件里的女性减压防御系统过强会演变成心理控制论，这点该怎么理解呢
540,老师，想问下人的性格不同，体质是不是相应的受到性格的影响？  性格的形成是不是和体质的变化是不是相互影响的，我大女儿有点好动，张扬体质也不怎么好，她弟弟性格是
541,在生活中，我们要如何才能慢慢的提高自己的情商啊?
542,情商的核心，健康情商的作用
543,我对心理学比较感兴趣，有必要考个证书吗？   我一直从事教育行业，但对心理学比较感兴趣，有人推荐考个ucr的证书，但不太了解，这个证书含金量怎样，有必要吗？
544,爱里的感情和游戏   老师提到如果把爱一次性全给对方，就会期望变相控制对方，感觉和我现在的经历是一模一样的。不过我是女生，那个试图变相控制的是男生，在一起刚开始觉得他很好，后面开始各种觉得我对他不好、觉得自己对我好太多、对我各种不满意，每次都是他生气我去安慰，折腾的我也累了，就像老师说的，只有拉锯战一般的游戏，感情感受不到了。有点可悲，看完这节课我觉得该分手了。。。
545,不明白为什么母亲所灌输的做家务是强迫性重复内疚。   难道母亲也是有这种心理问题吗？母亲是感觉这种方式非常好，所以灌输到了孩子的行为吗？
546,讨论：你喜欢自己的哪一点？你不喜欢自己的哪一点？   你喜欢自己的哪一点？你不喜欢自己的哪一点？你的伴侣咧？
547,对于如何减少影响，能想到的就是过好现在的生活，把手边能做的事情做好。
548,责任的接受与否    裴老师你好，我的生活中有一个困惑，就像你在ppt中提到的，当别人把责任推卸给你的时候，你选择接受了并花费大量时间和精力完成，但是却得不到应有的赞赏，可是如果不接受，这个责任就没有人承担，所有的人都会受到惩罚，此时如何平衡心态？
549,在系统学习心理学之前，你认为心理学是一门怎样的学科？
550,网恋可信吗？ 在网上遇到一个三观、爱好等方面特别相符的人，没有视频过，但是我个人并不怎么看重长相，看到过他的照片，长得不算好看也不算丑，他也表示了对我的爱慕，但是因为他现在在部队，我们不能见面奔现，所以我始终很犹豫，我害怕网上所展示的彼此并不真实，但他又实在太符合我的理想对象标准了，害怕自己错过.还有大家在遇到喜欢对象的前夕也会像我这样纠结吗？还是我这根本不是喜欢，只是空窗太久的原因呢？
551,有没有同学觉得学完这门课像是打开了一扇心灵之门？   正确认识自我，悦纳自我，提升自我。
552,知觉空间在人成年以后，可以通过有意识的训练提到提升吗？    发现身边有的人知觉空间能力较差，对声音与距离感，判断常出现大的偏差。从医学角度上看，人的位听神经若有异常，也会出现这种情况。不知道老师所说的知觉空间感，能否在人成年后，还能进行训练性提升不？谢谢！
553,对抗的最高境界          课程中讲到对抗的最高境界：逻辑对逻辑；语言对语言；智慧对智慧，而不是---拳头对拳头。蛮横无理、口是心非、欲壑难填的人，如何对抗...
554,冲突与接触  有些人是不打不相识，为何有的人是没完没了的打斗一辈子？
555,自信与自卑的矛盾体问题出在哪里？   我是一个已经工作5年的人。既自信又自卑让我感到很困扰。我经常会觉得其他人做得不如我，对交办给他人的事情感到不放心。但同时我也非常自卑，觉得自己离优秀的人差距还很远。我对过去的自己接纳程度很低，觉得往事不堪回首，对能力弱于我的人接纳程度也很低。崇拜强者但因为自卑又无法与他们沟通。请问老师我该怎样调整心态？盼复。
556,怎样找到一个合适的对象
557,恋爱是两个人一起经营一段感情，然后大家一起成长。   恋爱是两个有趣的灵魂相互碰撞，从相识，相知，相互了解，慢慢融入对方生活，这是一个美好的过程。爱就珍惜。
558,女生常说的安全感，到底是一种怎样的感觉    第一眼看到她，就有一种心动的感觉，尤其是一起吃东西时偶尔的走神，感觉让我充满保护欲。但女生说自己很胆小，缺乏安全感。想要一个能给她安全感的人，可我不知道到底怎样才能给她安全感，很尽力的去尝试，但感觉还是不温不火！感觉很困惑！
559,心理学有什么比较好控制自己情绪和欲望的好方法吗
560,家长要如何对待孩子的隐私问题。
561,每次都对自己说“好好学习，学习更重要。”
562,我有错吗？垃圾只能丢公共的垃圾箱嘛？小街没有公共的垃圾箱呀！ 今天我去学校旁边的小街吃东西，那家林哥餐馆好过分。我路过他家店没有地方丢垃圾，我就把手中的垃圾丢在他家店门口的垃圾桶里，然后我转身走几步，林哥餐馆的大腹便便的男老板就冲出凶狠的问是谁丢的垃圾，我回头承认了是我丢的，然后他看我是一个小姑凉就开始更加凶狠更加撒泼的冲我大吼大叫，非要喊我把丢在垃圾桶的垃圾捡起来，当时天气热，我脸又红，我又穿个超短裙，蹲下去很不方便，好多人在外面坐起吃饭看着，好多人都看到我，我好尴尬我难受。 回来后我就哭了，心里好委屈好难受，一个五大三粗的大男人对我这个小女生如此过分，小小的自尊心已经支离破碎，我最想的是买个炸弹去和他同归于尽，我淘宝百度都没有炸药，我好恨，恨自己弱小，只能一个人偷偷哭。不得不说有些时候人的心灵是脆弱的，别人看了这都不是事儿，但是很多男生女生同学都看着我，我好难受，这可能是我一辈子都无法忘却的，我好恨。
563,一个成功的企业是否得拥有四种类型的员工？
564,尝试说服对方 倘若双方在争吵过程中，会采取第二种方式，会尝试说服对方。如果一个人比较善于妥协，一直妥协，那么自己立场会随着时间改变。最终会不会变成那种一直挺对方的人呢
565,怎么样让自己在亲密的人面前不那么封闭 小时候因为家里重男轻女的思想，一直处于被忽视的状态，也没有过被理解，现在的自己很难去打开内心，很难让别人走进自己内心世界，很渴望被理解，又拒绝别人了解自己。和亲密的人交往的时候，患得患失忽冷忽热，有很多事情担心对方不能接受就习惯性说谎，明知道这样封闭自己不对，但是找不到一个出口
566,你觉得心理健康对青年自身成长重要吗？
567,自控 如何有效控制烦躁情绪
568,离开 如果她悄无声息的离开了，应不应该去追。
569,你们会一起打游戏么，男友会觉得你菜不跟你玩吗 你们会一起打游戏么，男友会觉得你菜不跟你玩吗
570,过度自恋的表现方式  大家应该都认同一定程度上的自恋会提升自信，是好事。
571,拖沓情节   老师对于您说的拖沓情节，我有几处不是很清楚，因为本身我就有这样的情况，每次都是想着怎么做，做好了什么样子，但是每次都会在实施的过程中出问题，这怎么解决？
572,老师，自闭症与陪伴缺失关系大不大？
573,制定的目标总是完不成！    做事情老是坚持不下来，总是突发奇想的去做。放弃了后面又自己懊悔。想过去制定目标完成任务，但感觉制定完目标，心里老想着今天要干嘛干嘛……脑子里总是压着事，到后面就不再坚持。
574,如何判断攻击动作是否因为见诸行动   老师，如何在日常生活中分析自己或他人的攻击动作源于见诸行动呢？有没有攻击动作完全是出于他人的恶意呢？
575,某一件事引起一群人的心理共鸣算不算是群体无意识中的一种现象呢
576,总把别人的一举一动放在心上  我是粘液质的气质，说实在的，我感觉有点小心眼，我会比较在意别人对我的态度甚至一个动作，这些都会影响我很长时间，不能释怀。唉:-(，感觉这种心理还是挺影响我的学习和生活的，该怎么对待这种心理呢？
577,身体语言   身体语言透露着很多信息，比如面部表情，肢体语言。人们总是会伪装自己的内心感受。
578,如何看待行为主义对犯罪的解析?    行为主义之客观实证的倾向;注重环境对塑造犯罪人的影响力;在犯罪预防与罪犯改造司法实践中操作性较好;环境决定论的强烈倾向;相对忽视人的认知决策与内心情感道德的力量.
579,与身边亲近的人相处用心理学会显得待人不真诚? 自从喜欢上心理学后，跟身边每个人交流的时候我都会联想到某些心理学现象，有时候也会观察别人的微表情，自我感觉这样很不真诚
580,喜欢干净的事物    一定要和干净的事物多接触
581,共同话题   老师，我有个问题想要咨询你一下。我和我男朋友在一起两年多了，现在觉得共同话题特别少，没有什么可以聊的，而且见面除了吃饭，看电影，要不就是发呆，溜达，没有什么事情可以做，您觉得这种情况该怎么办，难道要可以去找话题吗？还是这种现象也是正常的，我应该怎么对待这种情况？
582,研究本能   男人实施家庭暴力时，这只是他的一种试探对他的爱吗？，这难道不是想要变相控制对方吗？这难道也是一种本能？
583,昨天做了个梦 梦见好久没联系的朋友，我向她表白成功了。。然后今天跟她聊天，感觉挺好，不过貌似她有男票了，但是感觉我的多巴胺在疯狂分泌。。
584,想成为一名优秀的心理咨询师需要具备什么条件？ 要成为一名优秀的心理咨询师需要哪些知识储备、读些什么书、有什么好的建言？希望得到裴老师的指点，谢谢！
585,请问在重要的考试前习惯性肚子痛是不是也是因为压力过大导致的呢
586,如何与人更好的交流，得到知己 ？
587,我的心里测试右手比左手高咋办？    老师课上你讲的右手代表别人，左手是自己，我这样做了后，往前一推，右手比左手高几厘米，是不是自卑情节呀？
588,爱情心理学与搭讪学的本质区别在哪？好像有搭讪学但感觉那是渣男才会学的。骗女孩子的
589,好美的喻   因为不自信，储备少，然后手段就不怎么合理
590,老师，您好，我对自己极度的不自信，虽然有些方面很优秀。
591,沟通心理学与家庭教育 老师在讲课中谈及许多关于家庭问题，如家庭教育问题，夫妻关系问题等，相关的知识都通俗易懂且十分实用。我希望了解更多与孩子青春叛逆期有关的知识。
592,如何准确的分析一个人
593,保持神秘感  在两性相处中，觉得，双方都要有一定的个人空间，允许对方有自己的隐私，同时自身也保持一定的神秘感，这样才会让人觉得有新鲜感才能更长久的交往，若是一眼看透了也就无趣了。
594,如何看待最近逮捕归案的弑母案嫌疑人？ 4月25日，警方在重庆国际机场逮捕在2015年涉嫌杀害亲身母亲的北大学生吴谢宇。从警方公布的现有证据来看，受害人儿子吴谢宇有重大作案嫌疑。然而，无论是在家庭、学校还是熟悉吴谢宇一家的社会大众看来，绝对无法想象如同吴谢宇一般表现优异、完美的学生会成为杀人凶手，同时记者从周围邻居、同学、老师口中了解到的吴家人情况，无法看出受害人与嫌疑人这一对母子间存在何种矛盾？另外，从吴谢宇的生活轨迹和日常行为中，也无法预料到他有可能进行一场杀人行动，并且在警方公布的现有信息中，凶手在杀害被害人以后，还用胶带包裹尸体以防尸臭等气味扩散，从这种作案手法中能否看出这是一场预谋杀人或者是一场激情杀人案？如果杀人凶手确证为吴谢宇，那么像这一种在生活中表现完美，优异，却最终踏上自我毁灭的犯罪道路的人是基于怎样的犯罪动机实施犯罪呢？
595,我的问题标题所示，如果一个人有足够的智慧和表达能力，但是还是用暴力解决问题，那么是不是跟性格有关系，并不是因为语言逻辑或者智慧上的短缺。
596,老师，请问选择性客体是什么意思？？听过您的课后，还是不太理解
597,创造性心理学的现状是什么
598,恋爱不以结婚为目的就是耍流氓？    为了结婚，去恋爱，难道就不是耍流氓吗？这几天一直在思考一个问题：我结婚是不是真的错了。因为我的妥协和让步，我嫁给了离家步行不到十分钟的一户人家，而放弃了自己的爱情。曾经觉得只要别人对我好，嫁给他不会受委屈，日子跟谁过都差不多。事实证明我错了，别人对你的好，是他自己觉得好，而你自己根本感觉不到他的好，也很难接受这种好。就比如你说你喜欢吃苹果，他非逼着你吃橘子，还买一堆橘子，把他自己感动的不行，让你哭笑不得。去年双十二领的证，到现在算算还不到六个月。是的。我想离婚了，原因有多。有自己的问题，也有家庭的问题，总而言之，就是我爱不上他，努力我很多次，每次都以不欢而散而告终。曾经对婚姻的美好和眷恋，全部破碎，心碎的似乎麻木。因为我的身体特殊，一生气就会犯病，身上就会长白斑久久不能退去，不传染，不遗传，但非常不好看。而他无缘无故的对我吼叫，其间在大街上人很多。因为他妈妈生病，得了精神病，在家大喊大叫，我能理解他当时的心情非常不好，但我又有什么错。我不过刚嫁过去，我非常不明白爸妈在了解他家里的情况后为什么还要把我嫁过去，只因为我有皮肤病吗？只因为我年纪大了么？
599,没有听明白男人的自运行系统和老虎例子有什么关系。
600,研究本能   研究本能是指人们打着研究事物机理的幌子带着潜意识的攻击性去破坏事物，以满足内心的破坏欲的本能吗？
601,我容易内疚，最怕欠别人，
602,如果你一针见血地戳穿了别人的过去的挫折，他反而会更暴力怎么办 老师说遇到某些场景，某种条件一旦生成，就会见诸行动，那如果碰到一个你戳穿他内心，他反而更加暴行的人该怎么办
603,平易近人   日常生活中、如何做到很好相处、让人感觉"平易近人"！
604,为什么要进行创造性学习
605,悲伤的音乐  老师您好，听悲伤的音乐是作为普遍，会不会有特殊的情况呢？为什么有时候我觉得有的时候听悲伤的音乐让自己可能会更悲伤，让自己无法从悲伤的情绪中走出来！
606,自虐的心理学动力是怎么样的  老师你好，自虐，生理性自虐还有心理上自己各种逼近自身极限的自己为难自己，内在的心理学动力如何分析？
607,内疚的强迫性重复   内疚的强迫性重复到底是啥呢？没怎么听懂，是我太笨了吗。（笑哭）
608,关于“本我” 之前自己内心也会冒出跟多奇怪的想法，自己明知道不对，可是好像控制不住一样，自己就冒出来了，听了老师的课，才知道原来是人们内心的七情六欲在作怪而已，谢谢老师，听完之后感觉自己释然了很多，也开始接受“本我”，而不是一味地抵制，对抗。
609,自卑心太重，羞于表达。    老师，您好。我是一名大一的学生，我是南方人却在北方读书，由于普通话不是很标准，长长受到鄙夷。尤其是每次和人交谈后都会问我是南方人吗？这样会让我觉得很难受。逐渐的也就不敢开口说话，害怕说话！我秉承的是语言是一种交流的方式，一种传达言语的方式，但我逐渐感觉到这好像成为了区分和鄙夷人的方式！
610,想知道男孩子和女孩子对 “直男”的理解    是不是不懂女孩子心思的就叫直男？？？
611,如何让自己变得幽默？ 平时生活中看见那些比较幽默的人的言行特别羡慕，想像他们一样有良好的人缘。结果学了一段时间好像自己有点郁闷。我想还是做真实的自己。
612,只有接近，才能喜欢，真的么么？    曾认为，距离产生美，我们之前异地恋也挺好的。后来，在他的努力下，我们生活在同一个城市了，距离很近了，越来越了解，越来越包容与接受，越来越喜欢。是真的。距离近了，面对面交流，更深刻，同时也会知道对方的更多缺点，认识到更真实的双方，学会理解与包容，越来越好，越来越喜欢。
613,无意识攻击是否频发？ 既然说无意识攻击应某个特殊的情结而生？是否只要一进入某个情景就会发生？如若想要避免见诸行动是否减少其生存的某一要件就可以不再复发？
614,为什么有些人看着就不喜欢
615,老师，如何才能更好的改变这种拖沓行为呢？
616,讲个小故事  两岁的小妹被妈妈带去理了短发，再配合她现在的脸型样貌，人们第一眼就会觉得，咦，一个小男孩穿着小女孩的衣服。有其他五六岁的朋友逗小妹说，小妹是男孩，半年过去了，每次问小妹你是男孩还是女孩，小妹都说她是男孩，而且不允许别人说她是女孩，这个……心理性别会对她的成长有影响么么
617,还是有点没懂容器是什么意思
618,为什么我们总是喜欢渣 对渣的爱真的是无法自拔的，情不自禁的，那些真正对我们好对我们真心的人，我们都忽略了。
619,心理不平衡  可爱的小姐姐，对于刚刚发到邮箱的邮件， too10的学员遗憾的是木有我！但是木关系，下次我拼命发帖，做单身狗的我要生的光荣死的猥琐！哈哈
620,学生宿舍睡觉 每次睡觉学习啥的，作为大学生都是在宿舍进行的，但是总有人说话太大声，大声的的聊天，大声的笑，太烦人了。
621,青年期内心的想法   青年期的内心逐渐有了自己独立的思想，总想逃离父母的掌控，想自己独立。
622,有关妈妈管理与奶妈管理模式  奶妈管理模式是不是进阶爷爷奶奶的管理模式？只注重孩子吃饱穿暖，不会考虑孩子得心理活动和价值取向任何教育。而妈妈式管理在保证满足孩子物质需求的同时还会考虑孩子思想导向管理！
623,关于爱情心理学存在的意义   老师，您好，我看了您的课之后感觉爱情真的就像您说的那么回事，为啥我又觉得把爱情研究的那么清楚，那么透彻感觉就失去了它应有神秘感。请老师为我分析一下我的这种心理(●—●)
624,犯罪动机和加重判刑哪个有效  据说，死刑和犯罪并没有线性关系，死刑并不会特别大的影响犯罪，犯人不会因为是死刑而减少犯罪；但是如果说对犯人进行心理教育，研究他的犯罪动机，就能避免他二次犯罪么？
625,婚姻家庭中，妻管严式的男人，抵抗异性的诱惑能力是强还是弱？  妻管严或称惧内，在有些婚姻家庭中有许多男人因此被人津津乐道。作为婚姻中另一半的女性（妻子），有做为家庭中帮助自己男人抵抗其它异性诱惑、共同维护婚姻家庭稳定的作用，那么，这种俗称怕老婆的男人，是对异性抵抗力差，潜意识才表现为需要通过惧内这种方式，达到让妻子增加对自己抵抗异性诱惑，防止出轨，影响婚姻家庭稳定能力，还是与之相反？
626,嫉妒是人性的另一个隐藏性质  嫉妒是指人们为竞争一定的权益，对相应的幸运者或潜在的幸运者怀有的一种冷漠、贬低、排斥、或者是敌视的心理状态，故一旦放任即可能产生嫉妒心，它让人感受到难过的滋味，严重时，人会产生恨的情感，切记一旦嫉妒心产生一定要将其克服才行。
627,面对强势或者激动暴躁的人怎么沟通更好
628,你是否能举出一个心理问题被“污名化”的例子？
629,结合实际，谈谈如何自律？
630,留言的群体无意识   流言的群体无意识中需要注意的问题？
631,沟通能力先天有强弱，是不是很受制于情商呢   有的人先天沟通能力就很强，并且他们本身情商都很高，通过训练与学习，强者更强！对于先天不足的人，是不是不论你多么努力，也跟不上他们的步伐呢？
632,如何避免自己发生见诸行动的情况？   如果当自己可能发生见诸行动的情况时，该如何避免，如何把见诸行动的概率降到最低？
633,老师，我的一生就是像你所说的，不断得到好朋友和不断失去好朋友
634,爱情的三元素 结合视频，谈谈你认为爱情的三元素是什么？
635,关于报考心理学硕士的问题   张老师您好，我想报考心理学专硕，倾向于应用心理学和健康教育，不知道报考哪一个？请问您有什么建议吗？
636,内向，很宅，嘴很笨不懂得跟别人交流，老是怕说错话
637,当经历爱情的失败后开始怀疑自己自己是否有什么做得不好的地方  这算是正常心理吗？感情失败常常会给我们带来哪些心理问题
638,环境会影响人的成长吗？    环境包括哪些内容？环境是如何影响一个人的成长的？
639,很想管理好自己的情绪，但有时就是控制不住，事后又后悔
640,那这世界有真爱吗？  就像小说的人物一样，就只是喜欢你这个人，这个灵魂。
641,怎么和朋友相处    有的时候感觉和朋友的相处方式让我不舒服，比如当我在好不容易下定决心刻苦学习的时候，朋友跟我说我不想你这么累、想让你放松，我已经跟他做了很多思想工作说我想上进想努力，他还是疯狂跟我说去玩。让我很苦恼。
642,结合视频的小整理   内疚的强迫性重复: 1、储备性人格:我爱过很多人，但他们都不在我身边，但是不重要，我可以把和在他们身上所发生的事写出来，在某个特定的时间拿出来看，感觉他们就在我身边一样。2、剥夺性人格:你爱不爱我不重要，但我爱你；你在我身边爱不爱我不重要，只要你在我身边。
643,在工作中，提出企业个别问题的时候遭受，企业领导的强烈反应   当通过面试，进行系统性的培训时候，在看到自己所属的部门人员和工位不成正比，向当值经理提出这个问题时候，当值经理，有强烈的反应，以及语言对抗，这个也是领导原来遇到过这样的问题，从而不想解决问题，进行的语言对抗么
644,判断 自己是不是渣男怎么判断。。。
645,情感需求   长大了的话，情感需求就应被抹掉么？有的时候偶尔只是单纯的想和我妈拥抱，但是我妈都很抗拒，把我打发了，她总是说我幼稚，大了抱啥抱这样的话，(说明！！我有工作，我也不是粘人的那种孩子)，难道沦落到冷血僵尸的点头、摇头、答应啊、嗯这样的话？？自己和妈妈拥抱就是想感受有妈的那种温暖的情感支持与平和，我妈从小到大不算很经常地关注我的精神和内心世界，物质的满足是她养孩子的逻辑吧‥‥‥所以想问问她的这种心理是怎么造成的，如何和她正确的沟通呢？
646,一切不正常的心理或行为是否是由自卑引发的呢？ 以前在读一位心理学家写的书时，看到这样一段话。"小孩子在5岁左右时，生活原型就已决定，长大后的表现，只是在原型上稍加修改罢了。情绪和行为上的变动是由于儿时的自卑情结造成的"
647,从佛教的因果谈现代社会的离婚率    大家都知道现代社会的离婚率，想从佛教的因果来谈一下现代的离婚率(虽然这有点跑题，而且也有点宿命论)
