,content
246,刑事诉讼的目的    老师在视频中提道，刑事诉讼的目的是为了确定刑罚，但在刑罚中也存在预防主义与报复主义相结合的思想，向请问老师，刑事诉讼中是否有体现到对犯罪的预防呢？其目的是否也有预防犯罪这一层面？谢谢老师！
247,明星代言问题 如果明星代言产品存在质量问题且给消费者带来了较大损失，该明星是否应当承担责任呢?。在前面“消费者受损谁来赔”中讲的好像是广告经营者，发布者以及向消费者虚假宣传的社会团体，组织，个人将于经营者构成连带责任。那就是说明星代言人也要负责，对吗？？老师。
248,讨论：如何理解原始证据与传来证据的区分标准及意义？
249,C对本案争议的诉讼标的借贷法律关系有无独立请求权呢？
250,奔驰事件   关于奔驰你车主的事件，大家有什么看法？
251,1、民事权利。属于民事主体的权利，与义务相对应。有权利，即有义务；有义务即有权利。民事权利向对应的是民事义务。
252,在什么条件下认定为滥用专利侵权诉讼的权利   随着专利侵权诉讼案件的增多，越来越多的人拿起法律的武器维护自己的权益，专利赔偿也逐渐成为公司的一项重要收入。有清晰的标准来判定什么情况下是“专利流氓”吗？
253,请问从哪里能找到李小姐这么傻的客户呢 想要拥有。
254,专利申请视为撤回的情况    企业先在中国申请了一件发明专利，在一年内又提出pct申请，在进入国家阶段选择进入中国，则在先申请的中国发明专利就会在国际专利提出进入中国就被视为撤回吗？
255,效力待定的合同在被追认以前的效力表现是怎样的？    请结合页面上的法律规定和讲解、参考资料，用你自己的话说说你理解的“效力待定”的合同是怎样的？效力待定的合同在效力被追认以前有什么效力表现。请举例说明之。你对效力待定合同还有什么疑问？
256,关于要约与要约邀请006   在进行小组讨论的时候有人提到说沿街叫卖的小贩叫卖的这种行为属于要约，但是我一直有一个疑问就是有一些小贩在沿街叫买的时候只会喊自己所买的商品(比如卖糖葫芦的就会喊“冰糖葫芦”)，在这种情况下甚至连价格都没有，我认为在这种情况下沿街叫卖根本就无法满足要约的基本要素应该不能称为要约吧，深感疑惑，望解答，感谢。
257,知识产权客体的非物质性    老师，您好！非物质性的特征虚拟财产也是有的，那还能算是知识产权特有的特征吗，谢谢！
258,节假日期间，出租车过高收费，如何维权？    节假日期间，出租车司机总会以过节的名义，按乘车人人数收费，例如上车一人15元（距离较近），而不是打卡计费，在这种情况下，如何维权？
259,为什么要坚持合同的相对性   请在认真学习页面上的法律规定，老师的讲解和参考资料的基础上思考：为什么当事人双方已经约定由第三人向债权人履行，或者由债务人向第三人履行，也就是说这里涉及到的第三人是经过双方当事人之间同意的，法律还要坚持合同的相对性，也就是说有合同的双方当事人相互承担责任，而不是直接找第三人承担责任，或者向第三人承担责任？可以运用自主学习方法，查找相关学术观点，然后说说自己的看法。
260,关于独立候选人    老师，我查到2011年全国人大法工委说独立候选人无法律依据，然后03年有过独立候选人当选的例子，那个例子里独立候选人是错过了推选正式候选人的机会。所以我有点疑惑：独立候选人目前是否被承认？您说的独立候选人是经选民选民登记就可以，还是成为了代表候选人，但在预选程序里没有成为正式候选人？(据央视报道，全国人大法工委负责人就引发广泛社会关注的多人独立竞选人大代表事件作出评论。该负责人表示，我国的县乡人大代表候选人，只有由各政党、各人民团体和选民依法按程序提名推荐的“代表候选人”，经讨论、协商或经预选确定的“正式代表候选人”，没有所谓的“独立候选人”。“独立候选人”没有法律依据。-----来源第一财经日报)
261,网购中的虚假宣传   网购商品中的化妆品、保健品、食品、衣服、书籍等大量物品都存在虚假宣传的问题，是消费者产生误解，可是实际收到后并没有理想的效果。这时候我们应该怎么办？能够要求三倍赔偿吗？
262,专利保护的优势和劣势。    请分析一项技术采取专利保护的优势和劣势。
263,销售假冒LV等商品涉案金额超3000万元！  近日，广州知识产权法院就Louis Vuitton品牌权利人路易威登马利蒂起诉首沣公司、首沣公司实际股东杨某林、张某良、钟某万等商标侵权上诉案作出二审判决，判令张某良、钟某万、杨某林、张某恒、首沣公司等共同赔偿路易威登马利蒂经济损失和合理费用共计432.84万余元，维持白云法院此前作出的一审判决。该案中，杨某林、张某良、钟某万为非法牟利，以首沣公司名义，通过其架设的网站销售假冒Louis Vuitton、Gucci、Tiffany&Co等注册商标商品，涉案金额超过3000万元，相关人员已构成销售假冒注册商标商品罪，被依法追究刑事责任，该案刑事判决现生效。
264,这个案子为什么不能是共同犯罪？    能证明有犯罪故意，有事前共谋，按照共同犯罪理论应该所有人都对死亡负责。感觉无罪判决超出了我的预测。
265,《欧盟新版权法案》“链接税”与“上传过滤器”条款探讨        3月26日，欧洲议会最终审议通过了《数字单一市场版权指令》，其中较大的亮点包括设立新闻出版商数字化新闻作品的邻接权，增加网络服务提供商的注意义务。支持者认为这些规定大力强化了对版权人利益的保护，缓解了互联网环境对版权市场带来的冲击。  反对者则认为这些措施过于激进，大大加重了互联网平台的成本及义务。想和大家探讨探讨“链接税”与“上传过滤器”条款的利弊，当前我国也在进行《著作权法》的修改，我们是否有必要跟上国际步伐，借鉴吸收相关的做法。
266,谢旭辉向全国人大建言：取消专利侵权赔偿上限，开放专利大数据与 5月9日，关于征求《中华人民共和国专利修正案（草案）》意见的座谈会在京召开，汇桔网作为国内领先的知识产权与科创云平台受邀参与了此次大会，并在会上给出了重要建议。在此次座谈会上，汇桔网主要就以下五个方面提出了修改建议：1、建议取消专利赔偿上限。2、建议引进赔偿申请制。3、建议慎重考虑界定专利权的滥用范围。4、建议以市场化力量主导专利开放许可。5、明确界定专利信息的基础数据。
267,你对《食品安全法》第148条有什么看法？   请在学习本节视频和“富文本”的基础上，谈谈你对《食品安全法》第148条规定的看法。
268,知识产权的保护期限有什么区别 如何判定知识产权的保护期限是多久
269,对一根头发的讨论   有时经常有同学点外卖会遇到，外卖里有根头发，此时能否要求卖家全额退款？
270,关于要约不得撤销的情形 015    受要约人有理由认为要约是不可撤销的，并已经为履行合同做了准备工作的情况下要约不可撤销。这个规定的初衷是保护受要约人。
271,买到假货找不到商家怎么办   我买到假货向商家当地工商局投诉 商家当地消费者协会受理 证据给他们邮过去 我给他们打电话他们说找不到商家 再去商家注册地找不到商家就不受理了 我该怎么办呢
272,代购被骗怎么办    通过代购购买商品，前几次还可以成功购买，最后一次买了五千左右的商品之后就联系不上代购，如何维权？
273,先行行政行为  请问老师，行政主体因订立行政合同所生的权利义务是行政法上的权利义务还是合同法上的权利义务？它属于因先行行政行为而产生后续法律义务吗？
274,刑事拘留与拘传    二者关于通知家属的规定都是拘留或拘传24个小时内通知家属，有何不同？
275,无权处分合同 合同法51条规定，无处分权人处分他人财产，要经权利人追认合同才有效，但是在最高人民法院《关于审理买卖合同纠纷案件使用法律问题的解释》第三条第一款规定，当事人一方以出卖人在缔约时对标的物没有所有权或者处分权为由主张合同无效的，人民法院不予支持。那么这两个条款是不是有冲突？
276,商标权    注册商标权只能保障自己注册的那个字或者词不受侵犯么   㘝有人恶意模仿怎么办
277,专门请教梁老师一个有关公民基本权利和发展权的问题   如下命题是否为真：表达若存在冗余，请将其去除。谢谢！宪法第三十三条第三款规定：“国家尊重和保障人权”；国新办2016年白皮书解读：“生存权和发展权是首要的基本人权”；“中国坚持把发展权摆在突出位置”；“发展权利在我国适用和表现的依据主要是科学发展观”；尽管法律意义上的人权在宪法上表现为“公民的基本权利”，但“人权入宪”明确了“宪法对公民基本权利体系的确立应呈现开放性”；发展权作为首要的基本人权“由一个政治规范提升为宪法规范”，“获致了最高的法律效力”，在宪法中享有重要地位。发展权作为首要的基本人权落入基本权利范畴充分且必然，否则，尊重和保障人权就无从实现。发展是新旧更迭，是一种改变，“获得发展”带来的改变具体而确定。任何合法的追求幸福、改善生活品质的行为都是在行使发展权。
278,请问老师，课件中倒数第二句的表述怎么理解？  倒数第二句“人民法院应当向人民检察院说明情况”，我翻阅了相关条文和规定，找不到此句的来源和出处。恳请老师解惑！
279,精华笔记分享：第四单元 专利权的内容与交易风险（三） 2.7 专利权的取得1.专利申请与优先权原则.我国专利采取先申请原则、优先权原则（属于请求权，发明实用新型 12 个月，外观设计 6个月）（1）申请原则-------申请在先原则（申请日的确定）（2）优先权原则优先权原则源自 1883 年签订的《保护工业产权巴黎公约》，是指申请人在某个成员国第一次提出申请后，在一定期限内又就相同主题向其他成员国申请的，其申请具有优先地位，即在后申请享有第一次申请的申请日。外国优先权的条件：与受理首次申请的国家共同参加的国际公约，或双边协议，或依照互惠原则承认优先权。首次申请是正规申请先、后申请的主题相同。外国优先权的转换和转让：先后申请的类型可以转换：发明——实用新型（双向）；实用新型——外观设计（单向）本国优先权是指申请人在本国提出首次申请后，在一定期限内就相同主题在本国再次提出申请的，可以享有首次申请的优先权。本国优先权的适用范围限于发明和实用新型专利申请。本国优先权在优先权期限、申请人要求优先权的资格、优先权要求成立的条件等方面与外国优先权相同。2.申请文件的种类发明和实用新型专利申请的基本文件1）请求书2）权利要求书3）说明书4）说明书附图5）说明书摘要
280,公法行为   老师你好，我不是很能理解公法行为的意思。
281,第七十二条　【债务的部分履行】债权人可以拒绝债务人部分履行债务，但部分履行不损害债权人利益的除外。债务人部分履行债务给债权人增加的费用，由债务人负担。
282,谈谈您遇到的、比较突出的服务消费人身安全法律问题   在日常生活消费中，服务的种类非常多，涉及到的安全问题往往也比较复杂，请结合自己的情况谈谈（注意对经营者名称等进行化名、匿名等处理，防止引起不必要的纠纷，下同），并且尝试说说其中的存在的法律问题。
283,微信处理5.8万余个侵权账号 涵盖商标、著作权等多领域    近日，微信公布了知识产权保护进展状况，涵盖商标、著作权等多个领域。数据显示，微信品牌维权平台共为品牌权利人输送侵权线索超32万件，处理商标侵权个人账号5.8万余个。此外，微信公众平台还提前拦截超过13万篇涉嫌抄袭文章，处罚了近130个涉嫌盗版影视作品的侵权公众号。微信近年来建立了微信第三方知识产权保护方案，保护对象包括权利人合法享有的、在微信中被使用的知识产权，如注册商标专用权、著作权、专利权等。此外，对于在微信中被使用的涉及知识产权的企业名称、商号等也纳入保护范畴。数据显示，微信公众平台共收到侵权内容权利方及其代理方的投诉达631件，核实后及时删除近500篇涉嫌含有盗版链接、资源或侵权内容的公众号文章，主动删除涉嫌含有侵权内容的相关文章累计116篇，微信对涉嫌存在盗版影片内容的严重违规账号采取了封禁等处理措施。此外，微信公众平台在文字作品著作权保护方面取得了显著成绩，对处于法律上难以判断为侵权的“洗稿”行为，设立“洗稿”合议机制，有效保护原创作品的权益。
284,教育消费受消费者权益保护法保护吗？  非义务教育的教育是消费吗？受消费者权益保护法保护吗？
285,老师在一本书中看到一句话有疑问    为什么法无明文规定不为罪，法无明文规定不处罚，这两句要分开说？不为罪不就不处罚了嘛
286,餐饮店老板在超市购买蔬菜的行为，为什么不算消费者？  虽然他购买的蔬菜是用于店铺的生意，但是他在超市购买蔬菜的行为与普通消费者并没有区别，站在超市的角度，大明就是万千消费者中的一个。他购买蔬菜也并没有以店铺的名义跟超市签订任何合同，经过的是大家日常生活中去超市购物的一般程序，他为什么不算消费者？
287,高通苹果专利之战又迎来新进展 3月15日，高通赢得了一场针对苹果公司的司法胜利，美国加州南区地方法院陪审团裁定苹果侵犯了高通的三项专利，需向其支付约3100万美元赔偿金。对高通来说，每部侵权手机专利费率的设定将为该公司与苹果之间持续了两年之久的专利大战中开辟一条新战线。苹果则回应表示，“高通正在进行的专利侵权索赔行动无非是想要转移注意力，让人们不再关注美国联邦法院和世界各地对其业务实践进行调查所带来的更大问题。”
288,消费者权益保护六大问题的解决？    这六大问题具体为：一是与促进消费相配套的法律规定、标准不足，如人工智能产品已快速进入消费领域，但在安全保障等方面还存在盲区；二是网络新兴业态安全问题突出，如网约车消费者人身安全问题、共享经济押金财产安全问题等；三是预付式消费群体纠纷频发；四是坑老、骗老问题依然严重；五是个人信息保护亟待加强；六是城乡结合部和农村消费“三无”产品、假冒仿冒产品等问题突出。
289,防卫过当   被抢财物的受害人，随即驾驶机动车追击驾驶摩托车的抢劫犯致使抢劫犯受伤，是否防卫过当？
290,债务清偿   债权人五年内未提出债务清偿，债务归于自然消灭，债务人是可以以此作为抗辩理由吗
291,录音制作者应享有“二次获酬权”          根据我国现行著作权法，录音制作者享有复制权、发行权、出租权和信息网络传播权4项邻接权，但并不享有广播权、公开表演权。如今，互联网环境下传统市场收入的萎缩使得录音制作者对于广播权与公开表演权的立法需求更为急迫。笔者认为，录音制作者作为正当的邻接权权利人，其取得录音制品二次使用的获酬权无论从理论分析、利益平衡或是市场需求的角度均具有正当性和现实合理性。 商业发行的录音制品或其复制品，其“二次使用”区别于将录音制品或其复制品进行少量的、非经营性的、私人的初始使用，而是将上述录音制品或其复制品进行播放或以其他方式进行公开传播。如在广播电台、电视台使用录音制品及复制件进行播放，营业场所的经营者使用录音制品及复制件进行机械表演等录音制品均属“二次使用”。其受众通常为超出录音制作者所许可或所取得收益之范围的不特定多数人。而录音制作者作为正当的邻接权权利人，其权利的赋予来源于自身与作品、与作品的传播息息相关的创造性劳动之成果，因此录音制作者邻接权权利的范围应与其成果所公开传播的范围等同。赋予录音制作者广播权、公开表演权，将这两种权利纳入录音制作者邻接权权利的范围，具有理论上的正当性支持。（来源于 林秀芹  中国知识产权报）你认为录音制作者是否应该享有“二次获酬权”
292,商场用购物小票抽奖优惠券吸引顾客购买珠宝首饰的行为是否合法？ 有些商场会时不时地推出凭购物小票抽奖的活动，很多消费者都会抽到部分珠宝首饰打二折、减3000等奖项，被极力推荐购买一些玉佛吊坠等珠宝首饰，但其实这些商品的品质和定价完全不相符，甚至与消费者们的实际购买价格不相称，所谓的抽奖活动仅仅是个销售手段（或者可以说是消费陷阱），商家的这种行为是否合法呢？消费者在此种情况下能够成功维权吗？
293,独任制的适用情形   视频中在讲述独任制在简易程序中的适用情形时是不是只讲了基层法院，少了其派出法庭？
294,如何判断出口贸易中是否进行了商标法意义上的商标使用？        在出口的商品上标注商标，是否属于我国商标法意义上的商标使用?围着这一问题，德国爱尔迪有限两合公司(下称爱尔迪公司)与江苏省张家港市亿嘉进出口贸易有限公司(下称亿嘉公司)在法庭上展开激辩。近日，双方纠纷有了新的进展。北京市高级人民法院作出终审判决认为，虽然在案证据显示亿嘉公司标注第6261353号“CRESTON”商标(下称诉争商标)的商品最终用于出口，但亿嘉公司具有使用诉争商标的真实意图，而且基于出口贸易的行业特性，如果诉争商标被撤销，则亿嘉公司的相关商品无法完成出口，这将出现虽然亿嘉公司在生产经营中积极使用了诉争商标，但仍然不能维持诉争商标注册的结果，该结果无疑有违鼓励贸易的政策，并成为对亿嘉公司的惩戒，亦不符合“连续三年停止使用撤销”制度的目的。对此，你怎么看？
295,同一个成果要是两个人同时研发出的话，是不是谁先申请专利就归谁 同一个成果要是两个人同时研发出的话，是不是谁先申请专利就归谁，而另一个人则不能获得收益了呢
296,关于提存费用 老师，请问在提存中有说债权人领取提存物的权利，自提存之日起五年内不行使而消灭，提存物扣除提存费用后归国家所有。那会不会存在本来提存时提存物的价值是适合提存的，但在提存时间长达五年之久后，这个时候提存物的价值或者提存物拍卖变卖后所得的钱甚至低于提存费用的情况？如果存在的话，那这个多出来的费用又该谁承担？
297,自传体作品，无约定，著作权归谁？   约定优先；
298,精华笔记分享：第四单元 专利权的内容与交易风险（二） 2.6 专利权的内容：义务问题1.专利权的义务（1）按规定缴纳专利年费的义务。专利年费又叫专利维持费，专利权人应当自被授予专利权的当年开始交纳年费，直至专利失效。（2）不滥用专利权的义务。在法律所允许的范围内选择其利用专利权的方式并适度行使自己的权利，不得损害他人的知识产权和其他合法权益。
299,专利的审核标准    虽然对于专利权的授予在法律上已有详细规定，但在实践中还是存在一些不明晰的地方，界定专利的标准到底是什么，如何界定具体的发明创造属于法律规定的某些情况，我觉得这个标准并没有清晰规定，现实中是否需要法官一定的自由裁量
300,如何区分程序权利和实体权利？
301,祖传习俗的衰落与自然法思想的开端，怎么解释
302,反垄断法中垄断低价和掠夺性低价有何区别？
303,86版《西游记》作曲者向网络电影索赔60余万 86版《西游记》有许多经典曲目，例如天竺少女、女儿情他们都出自于77岁的许魏洲之手。当初韩寒拍《后会无期》，用了歌曲《女儿情》，许镜清因此得到了5万元。令人想不到的是，这竟然是他这么多年来收到的，最多的一笔版权费。 但是近期，许镜清发现网上两部西游题材网络电影，《孙悟空七打九尾狐》《西游之女儿国篇》擅自用了他的《云宫迅音》《女儿情》做插曲。他就将出品方告上了法庭，但被告声称涉案两首曲作品的相关权利应属电视剧《西游记》出品方，许镜清未提交证据证明其享有涉案曲作品的权属，拒绝对其进行赔偿与赔礼道歉。 很多经典影视剧的歌曲成为了当今很多翻拍或者同题材影视剧吸引人眼球的一种手段，那么对经典之声的版权进行更好的保护呢？
304,经济发展的今天熟人解决纠纷是否式微？ 法律日趋完善、经济日趋发展，公民法律意识逐渐增强，小区业主往往不认识的今天，熟人纠纷解决的方式是否逐渐式微？
305,如何避免科创板成为圈钱和投机的场所  从审核制改为注册制，这一变化很容易被理解为上市门槛大幅降低，从而给某些公司、中介机构、投资机构一种想象，即有了更容易的圈钱机会。科创板本身设置了包容性的上市条件，降低了盈利水平、股权结构等相关要求，这些创新既给企业带来了机遇，也为投资者带来了风险，如何避免科创板成为圈钱和投机的场所？如何建立完善的监管制度，保护投资者权益？
306,孤儿作品   我国是否应当对“孤儿作品”建立某种保护制度
307,7.【案例七】“拦截视频广告”不正当竞争案
308,5.2 境内上市还是境外上市 阿里巴巴、京东等大型企业为什么选择在境外上市，而不在内地上市呢？
309,宪法学习有感 非常感谢美丽老师精彩的授课以及内容详细的课件，让我了解了我国宪法的发展史，同时也让我懂得了宪法的内容以及宪法的意义，我国在不断的高速发展当中，人民对法制化的需求也会不断地强化，正如社会现实及风气的改变，相应的法律就会出现不同的考虑，也许前几十年也许坐牢的事件，在现在会考虑轻重，正如老师所讲的宪法也会不停地去修改是真的吗？是不是修改公民权利与义务的方面呢？
310,英国国王给作坊主颁布荣耀的时候会给实质性的奖励吗   如果只是颁布的荣耀，要是有人侵权，那么这些作坊主该怎么办呢，要向谁维权呢。
311,请问如何判断跳舞的人是有表演权还是表演者权？
312,商标侵权该如何界定  尽管《商标法》对商标侵权有了较为具体的规定，但是我认为运用到现实还是有很大的问题，法律规定的并不是特别具体，法官在判断的时候需要依靠自由裁量，但是自由裁量也应该有所参考，法律本身规定的太过于宽泛，我们是否应该像别的部门法那样，也出台一个司法解释，来具体界定商标侵权的界限，以明确具体的侵权，给法官和公众一个较为清晰的标准。
313,6.1 这样的“免责声明”是否有效？ 于某某到商场买东西，把自行车存在商场外面，并交了存车费。在停车场上，立着一块写有“车辆发生意外事故，停车场概不负责”的牌子。买完东西出来后，吴某发现自己的车子不见了，要求管理员赔偿，但遭受拒绝。理由是，停车场已经声明，发生意外本站概不负责。这样的声明有效吗？
314,中国综艺版权问题   4月8日，韩国SBS电视台方面回应湖南卫视综艺《我们的师父》疑似抄袭争论，表示：没有正式出售过《家师父一体》的版权，会确认内容后再决定以后如何应对。
315,什么是善意相对人，它和相对人有哪些区别？   如题
316,产品试用期间和试用结束后未收回是否会导致技术公开？  某人发明了一种可用于消防呼吸器的多功能减压器，交给消防局由消防员佩戴试用并获得了试用报告。在试用结束后也并未将减压器收回，而是留在消防局由其继续使用，此后该发明人提交了发明专利申请。那么专利局能否以该产品的结构及相关技术内容已构成专利法意义上的使用公开而将其认定为现有技术，从而驳回其专利申请？
317,非法拘禁   甲被公安机关立案侦查，在被警方搜查家里后，就被戴上手铐带回办案中心，过了12小时后，警方才给甲办理拘传证（以第二天时间办理的）进行讯问、后刑事拘留。问题是将甲带回公安局的12小时，没有任何的法律文书（无传唤证、拘传证），问这12小时算非法拘禁吗?
318,看饮料包装，谈想法  延伸思考：下列两幅图是一个饮料的包装，请分析一下是否属于虚假广告？
319,2.1 公司章程的哪些内容可以自行约定？           根据《公司法》第十一条：“设立公司必须依法制定公司章程。公司章程对公司、股东、董事、监事、高级管理人员具有约束力。”那么，在《公司法》的框架之下，公司章程的哪些内容可以自行约定呢？
320,维权途径虽多，维权难见实效，怎么办？ 《消费者权益保护法》将消费者定位在相对弱势地位，为其提供了5种维权的途径，可以直接与经营者进行协商解决，如果协商不成，可以请求消费者协会进行调解或者是 向有关行政机关进行申诉。或者是采取法律的手段，向仲裁机构委员会提请仲裁或者是向人民法院提起诉讼。但是实际生活中，商家态度恶劣，死不认账，往往协商无果，消费者还憋着一肚子气。消协调解行为和结果，不具有法律拘束力，无法有效保障消费者权利。人民法院或者提请仲裁耗时耗力，消费者没有过多的精力专注于此事，不了了之的情况时有发生，而且一条维权道路走不通，又要重新再来，维权成本徒增。由于维权的难见实效，无良商家更是嚣张气焰，侵害消费者的合法权益。为此该如何让消费者有效维权？
321,为什么说国家的一切权力属于人民，而不是国家的一切权利属于人民 这是因为：权利主体一般是公民与法人和其他社会组织（国家机关进行民事行为时，也是权利主体）。权力主体则只能是被授予权力的国家机关及其特定的工作人员。所以用权力更恰当。  两句话的主要区别在于是”权力“而非”权利“。  根据《中华人民共和国宪法》第二条 ：中华人民共和国的一切权力属于人民。  人民行使国家权力的机关是全国人民代表大会和地方各级人民代表大会。  人民依照法律规定，通过各种途径和形式，管理国家事务，管理经济和文化事业，管理社会事务。扩展资料：  1、权利，一般是指法律赋予人实现其利益的一种力量。与义务相对应，法学的基本范畴之一，人权概念的核心词，法律规范的关键词。在家庭、社会、国家、国际关系中隐含或明示的最广泛，最实际的一个内容。从通常的角度看，权利是法律赋予权利主体作为或不作为的许可、认定及保障。2、权力，国家机关依照法律行使规定的行使的参与公共事务的强制力，又叫公权力，包括司法权、立法权、行政权等。法无授权不可为，否则就是滥权；法若规定必须为，否则就是不作为。
322,自发调整与自觉调整如何理解？ 尊敬的老师您好！请问法的自发调整与自觉调整，这两个概念应如何理解呢？有何联系与区别？
323,属地管辖   在我国的属地管辖原则里面说犯罪的行为和结果发生在我国就都算我国管辖，那如果国外属地管辖与我国冲突怎么办？现在新增的国家监察委好像没说吧
324,图形作品保护 图形作品保护的是美感还是实用功能？从平面到立体的复制是否属于复制？
325,法即权威   法作为一种权威性规范，具有普适性，适用于所有人。为何说法旨在维护一个特殊群体?而且我觉得，法并不是一个封闭洞穴中的价值观。法具有约束性，强制性，但不代表它就是封闭的，相反，我个人觉得，法具有开放性，它在不断地吸收社会的案例以及隐含在背后的法理念，不断地辩证发展。
326,自由大宪章和宪法有区别吗
327,表演者权   请问老师表演权与表演者权有何区别，著作权法中规定表演者包括演员与演出单位，那在这样的情况下，演员是否享有表演者权，如若产品大卖，那演员本身是否应当二次获酬。
328,老师您好   现在国内的游行自由是否还存在？繁琐的审核程序和信息封锁，是否回导致游行这种表达诉求的方式在我国变的形同虚设？
329,经营者的信息提供义务 怎样理解经营者的信息提供义务，经营者达到什么样的信息提供义务才算履行义务？
330,若城邦没有发展出较好语言，哲学是否就无从说起？    老师您好，我想请教一个问题。苏格拉底说可以通过语言描绘一个最佳、最好的政制，因为语言具有逻辑性。如果城邦的语言本身是匮乏的，词汇不多样，即使具有逻辑性，由于不丰富的语言而推理出来的结果，本身也应当是有缺口的。那这样还能认为语言可以推导出一个最佳的政制吗？
331,移动公司套餐 移动公司经常推出套餐，第一个月免费更换套餐，结果第二个月就自动续约，套餐内容也没有宣传的那么好，费用也很高。此时我们一般只是去要求终止套餐。那我们是否也可以要求赔偿。
332,委托创作关系与雇佣创作关系  如何区别雇佣创作关系与委托创作关系
333,处分原则的享有主体  书上第56页说，处分原则的享有主体是当事人和法定代理人，但是老师在视频中只说了当事人，而且有的书上也写的只适用于当事人，不适用于法定代表人。但是在讲法定代表人的时候，也有讲到法定代表人在民事诉讼中相当于当事人的地位。那么法定代表人是否也是处分原则的主体呢？
334,办理健身卡、美容卡一类的消费商品遇到闭店的情况该怎么办    相信这一类情况在生活中不少见，大多数人都手足无措，不知道该从何开始维权
335,如果有一个第三人对债权人表示，愿意替债务人偿债，债权人也表示同意。请问这时候原来的债务人是不是就不用还债了？另外，请问如果第三人在偿债以前反悔了，债权人能不能告他上法院？
336,股份有限公司 李教授，请问股份有限公司和有限责任公司有什么区别呢？
337,【法理学讨论】中国式过马路  “中国式过马路”即凑够一堆人就走，不管红灯还是绿灯。这种“法不责众”的从众心理是广大闯红灯者的主要心理，这反映出部分国民的素质和法治观念都有待提升的现状。但是有的网友认为根本的症结是交通太乱，绿灯直行，车辆无视行人，继续右转。有的马路宽，信号灯时间太短，一个信号灯根本走不完，所以只能红灯的时候就开始过等等。公安部交通管理科学研究所所长王长君表示：“闯红灯就是违法不应有任何借口。”
338,9.【案例九】“影视特效作品”著作权侵权案
339,违法成本与维权成本的问题   老就奔驰事件来看，在消费者维权过程中，奔驰女车主选择了舆论维权，而非法律维权，而奔驰店已与其达成和解，由此可见违法成本是很低的，而维权成本高且难，对此，请问老师如何能有效改善这种现象
340,提存公证收费标准。  请用自主学习方法查一查，各个地区提存公证的收费标准是怎样的？
341,冲突规范与其他的法律规范有何不同？
